STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT
1001099999,19-03-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",34.6,22,23.7,22,1002.9,22,1.7,22,11.2,4,23.4,22,38.9,59.2,37.4, ,26.2, ,0,I,999.9,0
1001099999,20-03-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",35.6,24,28.5,24,996,24,994.8,24,6.4,4,19.9,24,28,53.8,39, ,31.6, ,99.99, ,999.9,11000
1001099999,21-03-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",35.7,24,32.1,24,992.8,24,991.7,24,7.3,4,21.4,24,26.8,35.7,37.6, ,34, ,99.99, ,999.9,10000
1001099999,22-03-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",35.5,24,29.5,24,999.9,24,998.8,24,12.9,4,24.8,24,31.1,45.6,38.5, ,30.7, ,99.99, ,999.9,10000
1001099999,23-03-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",24.1,24,18.6,24,1019.7,24,18.5,24,8.7,4,19.8,24,27.2,42.5,33.1, ,16.3, ,99.99, ,999.9,1000
1001099999,24-03-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",22.4,24,14.2,24,1019.3,24,18.1,24,19.4,4,14.2,24,21.8,28.9,27.5, ,16.2, ,99.99, ,999.9,1000
1001099999,25-03-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",23.2,24,17,24,1018.7,24,17.5,24,4.5,4,16.4,24,25.4,33.6,27.5, ,19, ,99.99, ,999.9,1000
1001099999,26-03-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",25.3,17,17.2,17,1014.7,17,13.5,17,14.8,4,13.9,17,19.6,27.6,27.5, ,24.3, ,0.08,G,999.9,1000
1001099999,27-03-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",25.5,15,15.3,15,1013.4,15,12.2,15,31.8,4,8.8,15,12.8,16.9,27.5, ,22.5, ,0,G,999.9,0
1001099999,01-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",20.6,6,10.9,6,1035.3,6,34.1,6,999.9,0,13.1,6,17.5,29.3,23.2, ,20.1, ,0,G,999.9,0
1001099999,02-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",21.2,7,12.1,7,1031.1,7,29.9,7,999.9,0,8,7,12.6,19.4,23.5, ,19.4, ,0,I,999.9,0
1001099999,03-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",27.3,24,19.3,24,1019.9,24,18.7,24,16.3,4,6.6,24,12.8,17.9,30.2, ,21.9, ,99.99, ,999.9,1000
1001099999,04-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",23.5,24,17.2,24,1015.7,24,14.5,24,30.3,4,13.5,24,23.7,32.2,27.3, ,19.9, ,0,G,999.9,0
1001099999,05-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",22,24,15.5,24,1015.5,24,14.3,24,5.6,4,17.2,24,21.6,31.3,23.4, ,19.4, ,0.05,G,999.9,1000
1001099999,06-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",21.3,24,12.7,24,1015.3,24,14.1,24,14,4,12.1,24,19.2,27.2,22.5, ,19.4, ,0.01,G,999.9,1000
1001099999,07-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",25.6,24,16.8,24,1004.9,24,3.7,24,31.8,4,11.3,24,20.8,29.5,28.9, ,20.3, ,0,G,999.9,1000
1001099999,08-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",28.5,24,21.2,24,1004.8,24,3.6,24,14.4,4,12.6,24,21.2,38.7,30.9, ,25.2, ,0,G,999.9,1000
1001099999,09-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",28.3,24,23.8,24,1008.2,24,7,24,17.9,4,20,24,26.4,37.7,29.8, ,25.2, ,99.99, ,999.9,1000
1001099999,10-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",26.4,24,22.5,24,1007.9,24,6.7,24,21.7,4,13.1,24,15.7,21.4,29.7, ,22.3, ,0,G,999.9,1000
1001099999,11-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",20.7,24,14.8,24,1007.4,24,6.2,24,38.8,4,11.3,24,15.9,21.2,24.3, ,18.9, ,0,G,999.9,1000
1001099999,12-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",19.6,24,13.2,24,998.4,24,997.2,24,3.3,4,23.1,24,34,45.6,23.7, ,14.9, ,0,G,999.9,1000
1001099999,13-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",16.5,24,5.4,24,997.6,24,996.4,24,22.5,4,22.7,24,32.8,44.3,19.6, ,13.3, ,0.04,G,999.9,0
1001099999,14-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",22.8,24,11.6,24,998.5,24,997.3,24,27.2,4,14.1,24,23.1,39,25.7,*,17.6, ,0,G,999.9,1000
1001099999,15-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",29.2,22,22.3,22,1009.6,22,8.4,22,26.4,4,11.2,22,19.8,28.2,33.4, ,23, ,99.99, ,999.9,1000
1001099999,16-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",29.2,14,20.9,14,1019.4,14,18.2,14,45.1,4,10.4,14,25.1,34.6,30.9, ,27.9, ,0,G,999.9,0
1001099999,17-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",27.7,8,22.8,8,1013.5,8,12.3,8,5,4,14.4,8,27.2,999.9,32.5, ,20.1, ,0,G,999.9,1000
1001099999,18-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",22,9,15.5,9,1006.8,9,5.6,9,11,4,9.7,9,18.5,35.4,23.9, ,19.6, ,0.04,G,999.9,1000
1001099999,19-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",23.8,12,15.9,12,1012.2,12,11,12,25.6,4,13.8,12,22.7,38.9,27.3, ,19.2, ,0.01,G,999.9,0
1001099999,20-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",32,11,27.3,11,1018.3,11,17.1,11,23.8,4,16.2,11,25.3,31.1,35.8, ,22.5, ,0,G,999.9,1000
1001099999,21-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",35.2,12,33.4,12,1005.9,12,4.7,12,4,4,17.9,12,21.4,26.4,36.5, ,30, ,0.03,G,999.9,10000
1001099999,22-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",27.3,12,20,12,1021.9,12,20.7,12,34.2,4,17.1,12,30.9,45.1,34.9, ,24.1, ,0.19,G,999.9,0
1001099999,23-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",32.7,12,19.1,12,1026.3,12,25.1,12,44.3,4,12.6,12,23.3,25.8,39, ,27.5, ,0,G,999.9,0
1001099999,24-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",30.3,10,26.6,10,1022.8,10,21.5,10,18.6,4,3,10,4.3,999.9,37.9, ,28, ,0,A,999.9,100000
1001099999,25-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",32.2,9,27.7,9,1021.8,9,20.6,9,16.2,4,6.5,9,14.2,19.4,37, ,26.8, ,0,G,999.9,100000
1001099999,26-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",34.2,12,31.2,12,1020.6,12,19.4,12,8,4,14.9,12,24.5,31.5,38.8, ,30.7, ,0,G,999.9,110000
1001099999,27-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",36.9,10,32.1,10,1024.7,10,23.5,10,20.3,4,3,10,4.3,10.1,39, ,33.8, ,0,G,999.9,100000
1001099999,28-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",36.5,11,31,11,1025,11,23.8,11,28.7,4,5.5,11,15.2,17.3,38.5, ,35.4, ,0,G,999.9,10000
1001099999,29-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",37,11,31.5,11,1023.5,11,22.3,11,29.5,4,4.7,11,7.8,13.4,39.2, ,35.4, ,0,G,999.9,0
1001099999,30-04-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",36.7,12,30.7,12,1023.5,12,22.3,12,26.4,4,4.5,12,9.5,16.7,38.7, ,35.2, ,0,G,999.9,11000
1001099999,02-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",31.9,11,29.9,11,1019.9,11,18.7,11,1.1,4,26.7,11,34.4,38.5,37, ,29.8, ,0.11,G,999.9,110000
1001099999,03-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",28,19,24.6,19,1023.4,19,22.2,19,6.1,4,19.2,19,33,45.8,30.7, ,26.6, ,0.03,G,999.9,1000
1001099999,04-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",30.4,24,27.3,24,1023,24,21.8,24,20.2,4,8.7,24,16.5,31.1,34.7,*,25.9, ,0.01,G,999.9,1000
1001099999,05-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",37,24,34.6,24,1018.7,24,17.5,24,14,4,16.7,24,20.6,26.4,38.8, ,32.5, ,0.04,G,999.9,10000
1001099999,06-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",37,24,35.3,24,1013.8,24,12.6,24,4.7,4,14.1,24,17.1,21,37.9, ,36.7, ,0.04,G,999.9,10000
1001099999,07-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",35.3,22,33.8,22,1011.6,22,10.4,22,4.3,4,8.2,22,14.6,21,37.4, ,31.6, ,0.03,G,999.9,100000
1001099999,08-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",35.7,20,34.5,20,1002.4,20,1.2,20,999.9,0,11.1,20,22,34.2,37.6, ,31.6, ,0.03,G,999.9,10000
1001099999,09-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",30,24,26,24,1006.2,24,5,24,7.4,4,17.8,24,27.4,43.9,35.4, ,27.3, ,0.24,G,999.9,1000
1001099999,10-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",31,24,24.3,24,1010.8,24,9.6,24,33.4,4,8.6,24,14.4,19.2,33.4, ,28.9, ,0,G,999.9,0
1001099999,11-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",32,24,26.1,24,1015.9,24,14.7,24,38.8,4,9.1,24,14.8,18.3,33.8, ,27.1, ,0,I,999.9,0
1001099999,12-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",36.5,24,34.8,24,1008.9,24,7.7,24,9.2,4,11.3,24,18.8,25.1,38.5, ,32.5, ,99.99, ,999.9,10000
1001099999,13-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",36.7,24,36.1,24,1006.2,24,5,24,0.3,4,4,24,6.4,11.7,38.5, ,35.1, ,0.17,G,999.9,110000
1001099999,14-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",33.8,24,32.2,24,1005.1,24,3.9,24,4.3,4,17.7,24,32.4,37.7,37.8, ,32.2, ,0,G,999.9,110000
1001099999,15-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",34.4,24,31.5,24,1016.6,24,15.4,24,12.9,4,4.2,24,8.4,35,36, ,32.5, ,0,I,999.9,100000
1001099999,16-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",33.3,24,28.3,24,1022.7,24,21.5,24,28,4,8.7,24,15,22.5,35.8, ,31.6, ,0,I,999.9,0
1001099999,17-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",32.6,24,28.7,24,1013.9,24,12.7,24,3.7,4,20.6,24,29.3,47,35.1, ,30.6, ,0,G,999.9,11000
1001099999,18-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",31.9,24,27.9,24,1015.5,24,14.3,24,4.7,4,14.4,24,21,30.5,34.2, ,29.7, ,0,G,999.9,1000
1001099999,19-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",30.3,24,21.8,24,1022.1,24,20.9,24,42.7,4,11.5,24,18.3,27.4,32.5, ,28.9, ,0.02,G,999.9,0
1001099999,20-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",30.5,24,21.2,24,1025.7,24,24.5,24,39.6,4,10,24,19.2,24.3,33.3, ,28, ,0,G,999.9,0
1001099999,21-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",33.3,24,26.9,24,1019.7,24,18.5,24,15.8,4,21.7,24,27.2,38.5,38.3, ,28.8, ,99.99, ,999.9,1000
1001099999,22-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",37,24,35.8,24,1009,24,7.8,24,4.8,4,8.4,24,16.7,32.8,39.7, ,32, ,0.41,G,999.9,10000
1001099999,23-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",31.6,24,26.8,24,1013.6,24,12.4,24,10.9,4,11.4,24,20,32.1,38.1, ,29.7, ,0.09,G,999.9,1000
1001099999,24-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",34.8,24,31.4,24,1023.5,24,22.3,24,33.4,4,5.7,24,10.3,15,38.1, ,29.7, ,0,G,999.9,0
1001099999,25-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",37.5,24,37,24,1020.2,24,19,24,0.9,4,6.6,24,11.5,13.4,39, ,36,*,0.15,G,999.9,110000
1001099999,26-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",37.9,24,37.5,24,1018.3,24,17.1,24,0.2,4,5.5,24,8.9,13,40.3, ,35.6, ,0.03,G,999.9,110000
1001099999,27-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",35,24,34.6,24,1013.3,24,12.1,24,0.2,4,6.2,24,11.3,12.8,37.2, ,33.8, ,0.01,G,999.9,100000
1001099999,28-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",35.1,24,34,24,1011.1,24,9.9,24,3.9,4,3.3,24,7.4,16.1,38.3, ,33.1, ,0,G,999.9,110000
1001099999,29-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",38.5,24,37.6,24,1007.3,24,6.1,24,2,4,7.2,24,12.4,16.1,44.1, ,34.7, ,0.22,G,999.9,110000
1001099999,30-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",35.1,24,32.3,24,1005.2,24,4,24,31.1,4,7.4,24,16.1,24.1,37, ,33.6, ,0.04,G,999.9,0
1001099999,31-05-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",37.7,24,35.5,24,1005.4,24,4.2,24,9.5,4,11.7,24,20.4,24.5,39.4, ,35.2, ,0.01,G,999.9,100000
1001099999,01-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",38.3,24,36.3,24,1007.5,24,6.3,24,12.4,4,6.1,24,10.7,13.4,41.5, ,34.7, ,0,G,999.9,0
1001099999,02-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",36,24,34.2,24,1000.6,24,999.4,24,12.3,4,9.2,24,24.1,34,39, ,32, ,0,G,999.9,100000
1001099999,03-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",35.5,23,33.7,23,983.4,23,982.3,23,3.3,4,24,23,32.6,43.5,39.9, ,32, ,0.06,G,999.9,111000
1001099999,04-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",37.6,24,35.2,24,995,24,993.9,24,10.8,4,20.8,24,24.7,36.7,41.7, ,35.1, ,0.36,G,999.9,110000
1001099999,05-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",39.1,23,36,23,997.6,23,996.4,23,7.1,4,18.8,23,27,37.3,44.1, ,32.4,*,0.01,G,999.9,10000
1001099999,06-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",40.3,23,37,23,1003.1,23,1.9,23,11.5,4,14.5,23,30.1,38.9,45.9, ,36.1, ,0.15,G,999.9,10000
1001099999,07-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",36.2,24,34.3,24,1007.4,24,6.2,24,4.5,4,12.3,24,29.7,34.6,42.8, ,34.2, ,0,G,0.4,110000
1001099999,08-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",41.6,24,38.2,24,1015.5,24,14.3,24,30.3,4,9,24,25.3,31.7,46.2, ,34.7, ,0.32,G,999.9,0
1001099999,09-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",33.6,24,31.3,24,1014.5,24,13.3,24,18,4,23.2,24,26.8,35.7,42.8, ,30.6, ,0.01,G,999.9,110000
1001099999,10-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",33,24,30,24,1017.1,24,15.9,24,13.5,4,21.9,24,26.8,33.4,34.3, ,30.6, ,0,G,999.9,11000
1001099999,11-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",33.6,24,29.8,24,1017.6,24,16.4,24,17.1,4,13.6,24,22,28.2,35.8, ,32.4,*,0,G,999.9,0
1001099999,12-06-24,70.9333333,-8.6666667,9,"JAN MAYEN NOR NAVY, NO",35.4,22,32.8,22,1015.1,22,13.9,22,29.5,4,9.4,22,15.7,19,38.3, ,31.6, ,0,G,999.9,0
